ip;network-operator;router vendor;model version;firmware version;successful protocols
103.167.29.122;;Cisco;Cisco IOS Software C1900 Software (C1900-UNIVERSALK9-M) Version 15.2(4)M6a RELEASE SOFTWARE (fc1)  Technical Support: http://www.cisco.com/techsupport  Copyright (c) 1986-2014 by Cisco Systems Inc.  Compiled Tue 15-Apr-14 03:31 by prod_rel_team;;snmp
103.167.29.124;;;;;http80
103.167.29.125;;;;;https443
103.167.29.126;;;;;http80,http8080,https443,ssh
103.167.29.129;;Mikrotik;CCR1036-8G-2S+;RouterOS,v6.48.6;http8080,snmp
103.167.29.17;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.29.18;;;;;http8080,https443
103.167.29.182;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.29.217;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.29.233;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.29.237;;Hikvision;;;http80
103.167.29.241;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.29.244;;Hikvision;;;http80
103.167.29.30;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.167.70.136;;Mikrotik;;RouterOS,v6.49.11;http80
103.167.71.66;;;;;ssh
103.167.71.69;;;;;http80,http8080,https443
103.167.71.76;;;;;http80,https443
103.168.130.194;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
103.168.164.10;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.14;;Mikrotik;x86;RouterOS;snmp
103.168.164.174;;;;;ssh
103.168.164.178;;;;;ssh
103.168.164.18;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.202;;Mikrotik;x86;RouterOS;snmp
103.168.164.210;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.168.164.22;;Mikrotik;x86;RouterOS;snmp
103.168.164.234;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.242;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.26;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.30;;;;;ssh
103.168.164.58;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.168.164.94;;Mikrotik;x86;RouterOS;snmp
103.168.165.105;;Mikrotik;x86;RouterOS;snmp
103.168.165.33;;;;;http80,https443,ssh
103.168.165.42;;;;;http80,http8080,https443
103.168.165.52;;;;;http80,http8080,https443
103.168.180.113;;Mikrotik;x86;RouterOS;snmp
103.168.180.13;;Mikrotik;x86;RouterOS;snmp
103.168.180.137;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.168.180.145;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.168.180.17;;Mikrotik;x86;RouterOS;snmp
103.168.180.189;;Mikrotik;x86;RouterOS;snmp
103.168.180.221;;Mikrotik;x86;RouterOS;snmp
103.168.180.81;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.168.180.97;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.168.181.101;;Mikrotik;x86;RouterOS;snmp
103.168.181.105;;Mikrotik;x86;RouterOS;snmp
103.168.181.154;;;;;http80,http8080,https443,ssh
103.168.181.155;;;;;http80,http8080,https443
103.168.181.171;;;;;http80,https443,ssh
103.168.181.172;;;;ledE;http80,http8080,https443,ssh
103.168.181.242;;;;v3.499;http80,https443
103.168.181.58;;;;;http8080,ssh
103.168.189.122;;;;;http80,https443,ssh
103.168.189.123;;;;;http80,https443,ssh
103.168.212.131;;Hikvision;;;http80
103.168.212.132;;;;v2.0;http80,https443
103.168.212.133;;;;;http80,https443,ssh
103.168.212.137;;;;;http80,https443
103.168.212.152;;Hikvision;;;http80,https443
103.168.212.154;;;;v2.0;http80,https443
103.168.212.155;;;DVR;;http80
103.168.212.82;;;;;http8080,https443,ssh
103.168.223.162;;;;;http80,http8080,https443
103.168.223.174;;Hikvision;;;http80
103.168.223.175;;;;;http80
103.168.223.179;;;;;http80,https443,ssh
103.168.223.234;;;;;http80,http8080,https443,ssh
103.168.223.242;;Mikrotik;;RouterOS;http80,ssh
103.168.83.59;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.169.148.1;;Mikrotik;x86;RouterOS;snmp
103.169.148.19;;Mikrotik;RB911G-5HPacD;RouterOS;snmp
103.169.224.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.169.227.253;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.169.241.148;;Mikrotik;;RouterOS,v6.46.2;https443
103.169.241.184;;;;;http80,http8080,https443
103.169.241.232;;;;;http80,http8080,https443
103.169.254.207;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.169.39.38;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.169.40.137;;;;;http80,http8080,https443
103.169.41.123;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.169.41.145;;;;;http80
103.169.41.151;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.169.53.45;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.17.182.110;;Mikrotik;RB1100x4;RouterOS;snmp
103.170.109.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;http8080,snmp
103.170.109.100;;Mikrotik;CCR2116-12G-4S+;RouterOS;http8080,snmp
103.170.109.129;;Mikrotik;CCR2116-12G-4S+;RouterOS;http8080,snmp
103.170.109.13;;;;;http80,ssh
103.170.109.14;;;;;http80,https443,ssh
103.170.109.15;;;;;http80
103.170.109.17;;;;;http8080,https443,ssh
103.170.109.203;;;V1600G1B;;https443,snmp,ssh
103.170.109.22;;;;;http80,ssh
103.170.109.23;;;;;http80,http8080,ssh
103.170.109.37;;;;;http80
103.170.109.38;;Fortinet;;;http80,http8080,https443
103.170.109.40;;Fortinet;;;http80,https443
103.170.109.42;;Fortinet;;;http80,http8080,https443,ssh
103.170.109.43;;;;;http80,http8080,https443
103.170.109.44;;;;;http80,http8080,https443,ssh
103.170.109.63;;Hikvision;;;http80,http8080
103.170.109.65;;Fortinet;;;http8080,https443
103.170.109.69;;;;;http80
103.170.109.73;;;;;http80,https443,ssh
103.170.129.74;;;;;http80,http8080,https443,ssh
103.170.180.254;;Mikrotik;x86;RouterOS;snmp
103.170.180.5;;Mikrotik;x86;RouterOS;snmp
103.170.180.9;;Mikrotik;x86;RouterOS;snmp
103.170.180.99;;;V1600D;;snmp
103.170.181.1;;Mikrotik;x86;RouterOS;snmp
103.170.181.10;;;;;ssh
103.170.181.11;;;V1600D;;snmp
103.170.181.14;;Hikvision;;;http80,ssh
103.170.181.17;;;;;ssh
103.170.181.241;;Mikrotik;x86;RouterOS;snmp
103.170.181.243;;;;;https443,ssh
103.170.181.249;;Mikrotik;x86;RouterOS;snmp
103.170.181.250;;;;;http8080,ssh
103.170.181.253;;Mikrotik;x86;RouterOS;snmp
103.170.181.33;;Mikrotik;x86;RouterOS;snmp
103.170.181.38;;;;;http8080,https443
103.170.181.39;;;;;http80,http8080,https443
103.170.181.40;;;;;http80,http8080,https443
103.170.181.44;;Hikvision;;;http80,http8080
103.170.181.47;;;;;http80,http8080
103.170.181.55;;;;;http80
103.170.181.61;;Fortinet;;;http80,http8080,https443
103.170.181.7;;;;;http8080,https443
103.170.181.9;;;;;ssh
103.170.40.1;;Mikrotik;x86;RouterOS;snmp
103.170.40.30;;;;;http8080,https443
103.170.40.31;;;;;http80,https443
103.170.40.8;;;;;http80
103.170.62.6;;;;;http80,http8080
103.170.64.213;;Mikrotik;;RouterOS;http80
103.170.96.47;;;;;http80,http8080,https443
103.171.172.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.171.172.28;;Hikvision;before,border;;http80
103.171.172.49;;Mikrotik;;RouterOS,v6.45.9;http80,ssh
103.171.172.62;;Hikvision;;;http80
103.171.172.64;;Mikrotik;;RouterOS,v6.45.1;http80
103.171.172.75;;Mikrotik;;RouterOS,v6.47.9;http80,ssh
103.171.190.43;;;;;http80
103.171.190.58;;;;;http8080
103.171.191.243;;;;;http80,https443,ssh
103.171.191.250;;;;;http80,https443
103.171.194.41;;Mikrotik;CCR1016-12G;RouterOS;snmp
103.171.194.48;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.171.194.52;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.171.194.54;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.171.194.55;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.171.255.10;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.171.255.194;;Mikrotik;;RouterOS,v6.48.6;http80,https443
103.171.255.202;;Mikrotik;;RouterOS,v6.44.4;http80,https443
103.171.255.203;;Mikrotik;;RouterOS,v6.48.3;http80,http8080,https443
103.171.255.204;;Mikrotik;;RouterOS,v6.49.7;http80,https443
103.171.255.205;;Mikrotik;;RouterOS,v6.48.3;http80,https443
103.171.255.213;;Mikrotik;;RouterOS,v6.46.4;http80,https443
103.171.255.217;;Mikrotik;;RouterOS,v6.45.9;http80,https443
103.171.255.220;;Mikrotik;;RouterOS,v6.48;http80,https443
103.171.255.221;;Mikrotik;;RouterOS,v6.49.11;http80
103.171.255.227;;Mikrotik;;RouterOS,v6.45.9;http80,https443
103.171.255.228;;Mikrotik;;RouterOS,v6.48.6;http80,https443
103.171.255.229;;Mikrotik;;RouterOS,v6.48.4;http80,https443
103.171.255.238;;Mikrotik;;RouterOS,v6.48.6;http80
103.171.255.243;;Mikrotik;;RouterOS,v6.47.7;http80,http8080
103.171.255.244;;Mikrotik;;RouterOS,v6.49.8;http80
103.171.255.245;;Mikrotik;;RouterOS,v6.49.17;http80,http8080
103.171.255.246;;Mikrotik;;RouterOS,v6.47.9;http80,https443
103.171.255.61;;Mikrotik;;RouterOS,v6.49.6;http80
103.171.255.62;;Mikrotik;;RouterOS,v6.48.6;http80
103.171.255.89;;Mikrotik;;RouterOS,v6.49.7;http80,https443
103.171.48.33;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.171.48.36;;;;;http80,http8080
103.171.48.38;;;;;http80,http8080,https443
103.171.48.45;;;;;http80,http8080,https443
103.171.48.47;;;;;https443,ssh
103.171.48.50;;;;;http80,http8080,https443,ssh
103.171.48.97;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;http80,snmp
103.171.48.98;;;;;http80,https443
103.171.54.10;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.171.58.130;;Fortinet;;;http80,https443
103.171.59.114;;;;;http80
103.171.76.177;;;;;http80
103.171.76.178;;;;;http80
103.171.76.18;;Hikvision;;;http80
103.171.76.183;;;;;http80,https443
103.171.76.187;;;;;http80
103.171.76.188;;;;;http80
103.171.76.19;;;;;http80,https443,ssh
103.171.76.190;;;;;http80,http8080
103.171.76.20;;Fortinet;;;http80,http8080,https443
103.171.76.22;;;;;http80,http8080,https443,ssh
103.171.76.26;;TP-Link;300Mbps Wireless N Router,TL-WR850N;;http80,http8080,https443
103.171.76.30;;;;;http80
103.171.76.38;;Hikvision;;;http80,http8080,ssh
103.171.76.49;;;;;http80
103.171.76.52;;Hikvision;;;http80,http8080
103.171.76.54;;;;;http80,http8080
103.171.76.57;;;;;http80,https443,ssh
103.171.76.59;;;DVR;;http80,http8080
103.171.76.62;;;;;http80,http8080,https443
103.171.76.65;;;;;http80
103.171.76.68;;Fortinet;;;http80,http8080,https443,ssh
103.171.76.74;;;;;http80,http8080
103.171.76.76;;;;;http80
103.171.76.81;;;;;http80
103.171.76.82;;;;;http80
103.171.76.84;;;;;http80,http8080
103.171.76.90;;;Linux RUT300 5.4.269 #0 Mon Apr 29 07:31:19 2024 mips;v6.4.3;https443,snmp
103.171.76.93;;;;;http80,http8080
103.171.76.94;;;;;http80
103.171.83.59;;Mikrotik;;RouterOS,v6.49.17;http80
103.171.83.9;;Mikrotik;RB750Gr3;RouterOS;snmp
103.171.99.83;;;Linux AnexGATEUSG 4.4.0-197-generic #229-Ubuntu SMP Wed Nov 25 11:05:42 UTC 2020 x86_64;;snmp
103.171.99.84;;;Linux AnexGATEUSG 4.4.0-197-generic #229-Ubuntu SMP Wed Nov 25 11:05:42 UTC 2020 x86_64;;snmp
103.171.99.85;;;Linux AnexGATEUSG 4.4.0-197-generic #229-Ubuntu SMP Wed Nov 25 11:05:42 UTC 2020 x86_64;;snmp
103.171.99.86;;;Linux AnexGATEUSG 4.4.0-197-generic #229-Ubuntu SMP Wed Nov 25 11:05:42 UTC 2020 x86_64;;snmp
103.172.113.12;;Mikrotik;x86;RouterOS;snmp
103.172.113.130;;;;;http80,http8080,https443
103.172.113.140;;;;;http8080,https443
103.172.113.20;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.172.113.66;;;;;http80,https443,ssh
103.172.113.70;;;;;http8080
103.172.113.90;;Hikvision;;;http80
103.172.113.94;;;;;http80,ssh
103.172.120.102;;;;;http8080
103.172.120.104;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.172.120.107;;Mikrotik;;RouterOS,v6.49.18;http80,http8080,https443,ssh
103.172.120.108;;Mikrotik;;RouterOS;http80,https443
103.172.120.109;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
103.172.120.11;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.172.120.209;;Mikrotik;;RouterOS;http8080
103.172.120.210;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.172.120.212;;Mikrotik;RB4011iGS+;RouterOS,v6.45.3;http8080,snmp
103.172.120.213;;Mikrotik;RB4011iGS+;RouterOS;http8080,snmp
103.172.120.214;;Mikrotik;;RouterOS,v6.42.6;http80
103.172.120.215;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.172.120.9;;Mikrotik;x86;RouterOS;snmp
103.172.120.90;;Mikrotik;;RouterOS,v6.48.6;http80
103.172.120.92;;Mikrotik;;RouterOS;http80
103.172.120.94;;Mikrotik;;RouterOS;http80,https443
103.172.120.95;;Mikrotik;;RouterOS;http80
103.172.120.97;;;;;http80
103.172.120.99;;Mikrotik;;RouterOS;http8080
103.172.130.30;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.172.131.129;;Mikrotik;CHR;RouterOS;snmp
103.172.131.65;;Mikrotik;CHR;RouterOS;snmp
103.172.145.146;;;;;http80,http8080,https443,ssh
103.172.145.154;;Mikrotik;;RouterOS,v6.49.6;http80
103.172.145.162;;Mikrotik;;RouterOS;http80
103.172.145.177;;Mikrotik;;RouterOS,v6.49.6;http80
103.172.145.2;;;;;http8080
103.172.158.104;;Mikrotik;;RouterOS,v6.44.6;http80
103.172.158.113;;Mikrotik;;RouterOS,v6.44.6;http80
103.172.158.114;;;;;https443,ssh
103.172.158.117;;Mikrotik;;RouterOS,v6.44.6;http80
103.172.158.121;;Mikrotik;;RouterOS,v6.48.6;http80
103.172.158.122;;;V1600G1B;;snmp
103.172.158.132;;Mikrotik;;RouterOS;http80
103.172.158.24;;Mikrotik;;RouterOS,v6.49.16;http80,https443
103.172.158.80;;Mikrotik;;RouterOS,v6.48.6;http80
103.172.158.98;;Mikrotik;;RouterOS,v6.48.6;http80
103.172.159.61;;Mikrotik;;RouterOS,v6.44.5;http80
103.172.183.202;;;;;ssh
103.172.183.204;;;;;ssh
103.172.183.205;;;;;ssh
103.172.183.207;;;;;ssh
103.172.183.208;;;;;ssh
103.172.183.209;;;;;ssh
103.172.183.210;;;;;ssh
103.172.183.211;;;;;ssh
103.172.183.212;;;;;ssh
103.172.183.213;;;;;ssh
103.172.183.214;;;;;ssh
103.172.183.215;;;;;ssh
103.172.183.216;;;;;ssh
103.172.183.217;;;;;ssh
103.172.183.218;;;;;ssh
103.172.183.219;;;;;ssh
103.172.183.220;;;;;ssh
103.172.183.221;;;;;ssh
103.172.183.222;;;;;ssh
103.172.183.223;;;;;ssh
103.172.183.224;;;;;ssh
103.172.183.225;;;;;ssh
103.172.183.226;;;;;ssh
103.172.183.227;;;;;ssh
103.172.183.228;;;;;ssh
103.172.183.229;;;;;ssh
103.172.183.230;;;;;ssh
103.172.183.231;;;;;ssh
103.172.183.233;;;;;ssh
103.172.183.234;;;;;ssh
103.172.183.235;;;;;ssh
103.172.183.236;;;;;ssh
103.172.183.237;;;;;ssh
103.172.183.238;;;;;ssh
103.172.183.239;;;;;ssh
103.172.183.240;;;;;ssh
103.172.216.181;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.216.253;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.216.52;;;;;https443
103.172.216.58;;;;;http80,https443
103.172.216.67;;TP-Link;;;http80,http8080,https443
103.172.216.79;;;;;https443
103.172.216.81;;;;;http80,http8080,https443
103.172.216.93;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.216.98;;Mikrotik;;RouterOS,v6.47.3;http80,ssh
103.172.221.114;;Mikrotik;;RouterOS;http80
103.172.221.130;;;;;http80,https443,ssh
103.172.221.175;;;;;http80,https443,ssh
103.172.221.22;;Mikrotik;;RouterOS;http80
103.172.221.84;;;DVR;;http80,http8080,https443
103.172.221.86;;;;;http80,ssh
103.172.221.88;;;;;http80,https443
103.172.230.12;;Hikvision;;;http80
103.172.230.30;;Hikvision;;;http80
103.172.254.105;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.254.106;;;V1600D;;snmp
103.172.254.113;;Mikrotik;;RouterOS,v6.47.9;http8080
103.172.254.116;;;;;http80,https443
103.172.254.118;;;;;http80,http8080
103.172.254.119;;;;;http80,http8080
103.172.254.134;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.172.254.153;;Mikrotik;x86;RouterOS;snmp
103.172.254.154;;;;;http80,http8080,https443
103.172.254.155;;Zyxel;USG40;;http80,https443,snmp,ssh
103.172.254.157;;Fortinet;;;http80,https443
103.172.254.158;;Hikvision;;;http80
103.172.254.169;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.254.17;;Mikrotik;CCR1036-8G-2S+;RouterOS,v6.48.5;http8080,snmp
103.172.254.18;;;OS;;http8080,https443,snmp,ssh
103.172.254.185;;Mikrotik;;RouterOS,v6.49.13;http80
103.172.254.186;;;V1600D;;https443,snmp,ssh
103.172.254.22;;;300Mbps Wireless N USB VDSL/ADSL Modem Router,No.,TD-W9970;;http80
103.172.254.234;;Mikrotik;CCR2004-16G-2S+;RouterOS;snmp
103.172.254.235;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
103.172.254.241;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.254.242;;;;;https443,ssh
103.172.254.29;;;;;http80,http8080
103.172.254.34;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
103.172.254.42;;Mikrotik;CCR1036-8G-2S+;RouterOS,v6.48.5;http8080,snmp
103.172.254.45;;Mikrotik;CCR1036-8G-2S+;RouterOS,v6.48.5;http8080,snmp
103.172.254.46;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.254.57;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.254.58;;;;;http80,https443
103.172.254.61;;;;;http80
103.172.254.70;;;;;http80,https443,ssh
103.172.254.89;;Mikrotik;;RouterOS;http8080
103.172.254.90;;;V1600G1B;;snmp
103.172.254.91;;;;;http80,https443,ssh
103.172.254.93;;;V1600G1;;snmp
103.172.255.113;;Mikrotik;CCR2116-12G-4S+;RouterOS;http8080,snmp
103.172.255.129;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.255.153;;Mikrotik;;RouterOS,v6.49.13;http8080
103.172.255.154;;;;;https443,ssh
103.172.255.161;;Mikrotik;;RouterOS;http8080
103.172.255.33;;Mikrotik;;RouterOS,v6.49.17;http80
103.172.255.35;;;;;https443,ssh
103.172.255.38;;;V1600D;;https443,snmp,ssh
103.172.255.89;;Mikrotik;;RouterOS,v7.2;http80
103.172.255.93;;Hikvision;;;http80
103.172.43.220;;Mikrotik;RB1100x4;RouterOS;snmp
103.172.54.100;;;V1600D;;snmp
103.172.54.104;;;V1600D;;snmp
103.172.55.1;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.101;;;V1600D;;snmp
103.172.55.103;;;V1600D;;snmp
103.172.55.106;;;V1600D;;snmp
103.172.55.107;;;V1600D;;snmp
103.172.55.110;;;V1600D;;snmp
103.172.55.145;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.152;;;;;http80,https443
103.172.55.169;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.17;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.2;;;;;http80,https443,ssh
103.172.55.241;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.243;;;;;http80,http8080,https443
103.172.55.249;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.30;;Hikvision;;;http80
103.172.55.33;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.50;;Hikvision;;;http80
103.172.55.69;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.55.97;;Mikrotik;CCR1009-8G-1S-1S+;RouterOS;snmp
103.172.56.196;;Mikrotik;;RouterOS,v6.45.9;http80,ssh
103.172.81.146;;;;;ssh
103.172.81.147;;;;;ssh
103.172.81.148;;;;;ssh
103.172.81.151;;;;;ssh
103.172.81.152;;;;;ssh
103.172.81.154;;;;;ssh
103.172.81.155;;;;;ssh
103.172.81.156;;;;;ssh
103.172.81.157;;;;;ssh
103.172.81.158;;;;;ssh
103.172.81.159;;;;;ssh
103.172.81.160;;;;;ssh
103.172.81.162;;;;;ssh
103.172.81.163;;;;;ssh
103.172.81.164;;;;;ssh
103.172.81.165;;;;;ssh
103.172.81.166;;;;;ssh
103.172.81.167;;;;;ssh
103.172.81.168;;;;;ssh
103.172.81.169;;;;;ssh
103.172.81.170;;;;;ssh
103.172.9.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.105;;Mikrotik;RB3011UiAS;RouterOS,v6.48.7;http80,snmp
103.172.9.107;;;;;http80,http8080
103.172.9.113;;Mikrotik;RB760iGS;RouterOS;snmp
103.172.9.121;;Mikrotik;RB750Gr3;RouterOS;snmp
103.172.9.129;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.172.9.130;;;;;http80,http8080,https443
103.172.9.132;;;;;http8080,ssh
103.172.9.137;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.172.9.138;;Hikvision;;;http80
103.172.9.145;;Mikrotik;RB3011UiAS;RouterOS;snmp
103.172.9.153;;Mikrotik;RB760iGS;RouterOS,v6.49.8;http80,snmp
103.172.9.161;;Mikrotik;RB750Gr3;RouterOS;snmp
103.172.9.17;;Mikrotik;RB2011UiAS;RouterOS,v6.48.6;http80,snmp
103.172.9.177;;Mikrotik;RB4011iGS+;RouterOS;snmp
103.172.9.179;;;;;http80
103.172.9.18;;;;;http80,http8080,https443
103.172.9.185;;Mikrotik;RB760iGS;RouterOS,v6.49.8;http80,snmp
103.172.9.186;;;;;http80,http8080,https443,ssh
103.172.9.187;;;;;http80,https443,ssh
103.172.9.193;;Mikrotik;RB760iGS;RouterOS;snmp
103.172.9.194;;;;;http80,http8080,https443,ssh
103.172.9.201;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.209;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.217;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.22;;Mikrotik;RB750Gr3;RouterOS;snmp
103.172.9.225;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.233;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.234;;;;;http80,https443
103.172.9.34;;;;;http8080
103.172.9.36;;Mikrotik;RB750Gr3;RouterOS;snmp
103.172.9.41;;;;;http80,http8080
103.172.9.6;;;;;http80,https443
103.172.9.65;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.67;;;;;http80,http8080,ssh
103.172.9.8;;Hikvision;;;http80
103.172.9.81;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
103.172.9.82;;;;;http80,http8080,https443
103.172.9.83;;;;leDe;http80,http8080,https443
103.172.96.49;;Mikrotik;RB750Gr3;RouterOS;snmp
103.173.136.82;;;;;http80,http8080,ssh
103.173.146.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.173.146.105;;Mikrotik;;RouterOS,v6.48.6;http80
103.173.146.111;;;Linux MNSN-SON-JML-AP 3.14.77 #1 SMP PREEMPT Wed Jul 7 16:02:37 UTC 2021 armv7l;;http80,snmp,ssh
103.173.146.17;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.173.146.171;;Mikrotik;;RouterOS,v6.49.6;http80
103.173.146.2;;Mikrotik;;RouterOS,v6.47.9;http80,ssh
103.173.146.200;;;;;ssh
103.173.146.249;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.173.146.25;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.173.146.253;;;;;http80,https443
103.173.146.254;;;;;http80,http8080,https443
103.173.146.50;;;Linux AP-NMNS-GNX 3.14.77 #1 SMP PREEMPT Wed Oct 13 15:57:16 UTC 2021 armv7l;;http80,snmp,ssh
103.173.146.52;;;;;http80,https443,ssh
103.173.146.9;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
103.173.146.95;;;;;http80,https443
103.173.147.1;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
